date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:36:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:09%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.currencies.min.js?v=175057760772006623221688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.currencies.min.133aea6.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:09	14443/14443	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20Jul%202024%2013:38:35%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.currencies.min.js?v=175057760772006623221688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.currencies.minaea6.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:09%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/timber.js?v=118109709416041923331688369646	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/timber.13536d9.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:10%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/handlebars.min.js?v=79044469952368397291688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/handlebars.min.137375e.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:09	11380/11380	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Jul%202024%2002:34:01%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/timber.js?v=118109709416041923331688369646	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/timber36d9.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:09	45937/45937	---MCZ	200	added ('OK')	text/javascript	date:Sat,%2006%20Jul%202024%2007:33:49%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/handlebars.min.js?v=79044469952368397291688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/handlebars.min375e.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:10%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/ajax-cart.js?v=72842492715963651381688369646	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/ajax-cart.1399f97.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:10	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:11%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/bootstrap.bundle.min.js?v=24720241748783945361688369615	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/bootstrap.bundle.min.13b3c7d.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:10	11905/11905	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20Jul%202024%2009:48:12%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/ajax-cart.js?v=72842492715963651381688369646	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/ajax-cart9f97.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:10	70918/70918	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2008%20Jul%202024%2002:34:02%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/bootstrap.bundle.min.js?v=24720241748783945361688369615	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/bootstrap.bundle.min3c7d.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:11%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick.min.js?v=174081320166941574071688369617	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick.min.13d97fd.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:12%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/instafeed.min.js?v=33817373524940501351688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/instafeed.min.13fa581.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:11	50195/50195	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20Jul%202024%2009:48:12%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick.min.js?v=174081320166941574071688369617	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/slick.min97fd.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:11	11974/11974	---MCZ	200	added ('OK')	text/javascript	date:Fri,%2005%20Jul%202024%2004:55:47%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/instafeed.min.js?v=33817373524940501351688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/instafeed.mina581.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:12%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.min.js?v=102984942719613846721688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.min.1417408.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:12	68253/68253	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20Jul%202024%2009:48:12%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.min.js?v=102984942719613846721688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/jquery.fancybox.min7408.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:12	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:13%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-plugins.js?v=70019624811880654751688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-plugins.1438c15.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:12	31832/31832	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2002%20Jul%202024%2007:10:06%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-plugins.js?v=70019624811880654751688369616	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-plugins8c15.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:14%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/quickview.js?v=178850781605103683081688369646	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/quickview.145dff1.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:14	15515/15515	---MCZ	200	added ('OK')	text/javascript	date:Tue,%2002%20Jul%202024%2018:10:40%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/quickview.js?v=178850781605103683081688369646	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/quickviewdff1.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:14%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/collection.js?v=71617923839282046691688369646	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/collection.147d533.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:14	6882/6882	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2011%20Jul%202024%2006:28:18%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/collection.js?v=71617923839282046691688369646	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/collectiond533.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:15%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-scripts.js?v=138592594959200889801688526820	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-scripts.149ecd8.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:14	60036/60036	---MCZ	200	added ('OK')	text/javascript	date:Thu,%2004%20Jul%202024%2011:38:54%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-scripts.js?v=138592594959200889801688526820	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/engo-scriptsecd8.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:15%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/masonry.pkgd.min.js?v=163018295951185508901688369617	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/masonry.pkgd.min.14bab60.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:15	22945/22945	---MCZ	200	added ('OK')	text/javascript	date:Mon,%2001%20Jul%202024%2009:48:12%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/masonry.pkgd.min.js?v=163018295951185508901688369617	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/2/assets/masonry.pkgd.minab60.js	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:15	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:16%20GMT	https://keiton-store-demo.myshopify.com/checkout	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/checkout	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:15	0/0	---MC-	302	error ('Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:16%20GMT	https://keiton-store-demo.myshopify.com/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSjJHODNHMkhTSzU5RE4xNkhUUFkyREs5?preview_theme_id=153479905553	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/checkouts/cn/Z2NwLXVzLWNlbnRyYWwxOjAxSjJHODNHMkhTSzU5RE4xNkhUUFkyREs55159	(from https://keiton-store-demo.myshopify.com/pages/about-us-3)
09:36:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:17%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/favicon.png?v=146708612543782368551688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/favicon.14f4df2.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:17	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:18%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile.151a7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:17	60601/60601	---M--	200	added ('OK')	image/png	date:Thu,%2011%20Jul%202024%2006:36:17%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/favicon.png?v=146708612543782368551688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/favicon4df2.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:18	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:18%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobilea7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:18%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_57x57.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_57x57.153a7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:19	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:20%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_57x57.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_57x57a7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:20%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_60x60.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_60x60.155a7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:19	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:20%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_60x60.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_60x60a7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:19	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:20%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_72x72.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_72x72.157a7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:20	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:21%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_72x72.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_72x72a7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:21%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_76x76.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_76x76.159a7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:21	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:21%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_76x76.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_76x76a7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:22%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_114x114.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_114x114.15ba7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:21	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:22%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_114x114.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_114x114a7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:21	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:22%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_120x120.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_120x120.15da7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:22	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:22%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_120x120.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_120x120a7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:23%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_144x144.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_144x144.15fa7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:22	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:23%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_144x144.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_144x144a7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:22	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:23%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_152x152.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_152x152.161a7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:23	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:23%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_152x152.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/icon-for-mobile_152x152a7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:24%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/logo.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/logo.163a7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:23	2770/2770	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2011%20Jul%202024%2006:36:24%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/logo.png?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/logoa7ae.png	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:23	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:24%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/timber.scss.css?v=35166562135091613331688632586	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/timber.scss.1656513.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:25	54445/54445	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2006:36:25%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/timber.scss.css?v=35166562135091613331688632586	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/timber.scss6513.css	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:25%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/bootstrap.min.css?v=174392269533316748021688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/bootstrap.min.167a262.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:25	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:26%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/slick.css?v=98340474046176884051688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/slick.1696f09.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:25	140891/140891	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2006:36:26%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/bootstrap.min.css?v=174392269533316748021688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/bootstrap.mina262.css	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:26	1417/1417	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2006:36:26%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/slick.css?v=98340474046176884051688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/slick6f09.css	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:26	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:27%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/slick-theme.css?v=184272576841816378971688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/slick-theme.16bc504.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:27	2393/2393	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2006:36:27%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/slick-theme.css?v=184272576841816378971688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/slick-themec504.css	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:28%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/jquery.fancybox.min.css?v=19278034316635137701688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/jquery.fancybox.min.16d76a3.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:27	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:28%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/style-main.scss.css?v=91411799122378631901688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/style-main.scss.16f7b1b.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:27	12795/12795	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2006:36:28%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/jquery.fancybox.min.css?v=19278034316635137701688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/jquery.fancybox.min76a3.css	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:28	15553/15553	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2006:36:29%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/style-main.scss.css?v=91411799122378631901688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/style-main.scss7b1b.css	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:28	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:29%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/engo-customizes.css?v=93679019636831494271688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/engo-customizes.17174d3.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:30	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:29%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/animate.min.css?v=30636256313253750241688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/animate.min.173a0ba.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:31	674471/674471	---MCZ	200	added ('OK')	text/css	date:Thu,%2011%20Jul%202024%2006:36:29%20GMT	https://keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/engo-customizes.css?v=93679019636831494271688631753	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/assets/engo-customizes74d3.css	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
09:36:31	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2011%20Jul%202024%2006:36:32%20GMT	http://keiton-store-demo.myshopify.com/cdn/shop/t/5/compiled_assets/styles.css?576	C:/My%20Web%20Sites/asdasd/keiton-store-demo.myshopify.com/cdn/shop/t/5/compiled_assets/styles.175a7ae.delayed	(from https://keiton-store-demo.myshopify.com/pages/about-us-4)
